,,,,,
id,lon,lat,hora,fecha,date
398,-75.67012,6.25332,14:32,2019-06-22,2019-06-22 14:32
399,-75.53222,6.24510,16:27,2019-06-23,2019-06-23 16:27
400,-75.62376,6.21837,16:41,2019-06-23,2019-06-23 16:41
401,-75.60302,6.26899,9:33,2019-06-26,2019-06-26 9:33
402,-75.61800,6.28428,11:42,2019-06-26,2019-06-26 11:42
403,-75.62230,6.23190,17:52,2019-06-26,2019-06-26 17:52
404,-75.61120,6.30602,11:20,2019-06-27,2019-06-27 11:20
405,-75.55314,6.22177,11:54,2019-06-27,2019-06-27 11:54
406,-75.62900,6.23046,15:54,2019-06-27,2019-06-27 15:54
407,-75.65942,6.28066,16:03,2019-06-27,2019-06-27 16:03
408,-75.61120,6.30602,14:13,2019-06-28,2019-06-28 14:13
409,-75.62701,6.29576,15:48,2019-06-28,2019-06-28 15:48
410,-75.62276,6.29636,16:40,2019-06-28,2019-06-28 16:40
411,-75.60978,6.28303,6:41,2019-06-29,2019-06-29 6:41
412,-75.61120,6.30602,11:26,2019-06-29,2019-06-29 11:26
413,-75.61070,6.27020,13:16,2019-06-29,2019-06-29 13:16
414,-75.55550,6.22720,15:45,2019-06-29,2019-06-29 15:45
415,-75.53496,6.27828,12:54,2019-06-30,2019-06-30 12:54
416,-75.60629,6.29274,13:24,2019-06-30,2019-06-30 13:24
417,-75.53741,6.28299,9:47,2019-07-01,2019-07-01 9:47
418,-75.53637,6.24203,12:24,2019-07-01,2019-07-01 12:24
419,-75.59824,6.29818,11:42,2019-07-03,2019-07-03 11:42
420,-75.65612,6.25625,14:19,2019-07-03,2019-07-03 14:19
421,-75.59824,6.29818,14:41,2019-07-03,2019-07-03 14:41
422,-75.59216,6.28588,14:36,2019-07-04,2019-07-04 14:36
423,-75.60259,6.30482,14:39,2019-07-04,2019-07-04 14:39
424,-75.54417,6.23845,16:38,2019-07-04,2019-07-04 16:38
425,-75.61625,6.24193,16:45,2019-07-04,2019-07-04 16:45
426,-75.65556,6.28161,14:58,2019-07-05,2019-07-05 14:58
427,-75.61772,6.26636,18:24,2019-07-07,2019-07-07 18:24
428,-75.62861,6.28820,12:16,2019-07-08,2019-07-08 12:16
429,-75.65686,6.28229,14:43,2019-07-08,2019-07-08 14:43
430,-75.62701,6.29576,15:23,2019-07-08,2019-07-08 15:23
431,-75.62152,6.24238,17:48,2019-07-08,2019-07-08 17:48
432,-75.62040,6.27023,15:05,2019-07-09,2019-07-09 15:05
433,-75.62958,6.25528,15:16,2019-07-09,2019-07-09 15:16
434,-75.60806,6.29296,17:08,2019-07-09,2019-07-09 17:08
435,-75.62399,6.21446,17:28,2019-07-09,2019-07-09 17:28
436,-75.65721,6.28228,14:35,2019-07-10,2019-07-10 14:35
437,-75.44828,6.42232,15:22,2019-07-10,2019-07-10 15:22
438,-75.63268,6.25427,11:43,2019-07-12,2019-07-12 11:43
439,-75.61938,6.27090,14:09,2019-07-12,2019-07-12 14:09
440,-75.61158,6.28458,14:15,2019-07-15,2019-07-15 14:15
441,-75.60996,6.20081,16:16,2019-07-15,2019-07-15 16:16
442,-75.61692,6.23295,16:56,2019-07-15,2019-07-15 16:56
443,-75.60347,6.29180,17:47,2019-07-15,2019-07-15 17:47
444,-75.66510,6.31744,16:30,2019-07-16,2019-07-16 16:30
445,-75.63079,6.24848,16:45,2019-07-16,2019-07-16 16:45
446,-75.63939,6.24764,17:23,2019-07-16,2019-07-16 17:23
447,-75.65777,6.28324,18:34,2019-07-16,2019-07-16 18:34
448,-75.62829,6.22074,16:07,2019-07-17,2019-07-17 16:07
449,-75.53801,6.27519,9:18,2019-07-18,2019-07-18 9:18
450,-75.59925,6.27183,13:32,2019-07-18,2019-07-18 13:32
451,-75.61040,6.26363,13:58,2019-07-18,2019-07-18 13:58
452,-75.66569,6.28052,16:55,2019-07-18,2019-07-18 16:55
453,-75.59191,6.25422,14:01,2019-07-19,2019-07-19 14:01
454,-75.63925,6.24458,17:03,2019-07-19,2019-07-19 17:03
455,-75.60838,6.26499,10:02,2019-07-21,2019-07-21 10:02
456,-75.63296,6.25140,15:45,2019-07-21,2019-07-21 15:45
457,-75.60101,6.29465,11:57,2019-07-22,2019-07-22 11:57
458,-75.63352,6.22681,14:40,2019-07-22,2019-07-22 14:40
459,-75.61323,6.29594,15:55,2019-07-22,2019-07-22 15:55
460,-75.62423,6.23935,18:10,2019-07-23,2019-07-23 18:10
461,-75.62881,6.25464,11:49,2019-07-24,2019-07-24 11:49
462,-75.60190,6.26869,13:21,2019-07-24,2019-07-24 13:21
463,-75.61057,6.22265,15:34,2019-07-24,2019-07-24 15:34
464,-75.61354,6.23726,14:50,2019-07-26,2019-07-26 14:50
465,-75.63218,6.27787,15:14,2019-07-27,2019-07-27 15:14
466,-75.59607,6.29189,15:25,2019-07-27,2019-07-27 15:25
467,-75.60865,6.21109,10:42,2019-07-29,2019-07-29 10:42
468,-75.60002,6.29881,11:54,2019-07-29,2019-07-29 11:54
469,-75.65675,6.27666,14:23,2019-07-29,2019-07-29 14:23
470,-75.63740,6.25441,15:15,2019-07-29,2019-07-29 15:15
471,-75.65014,6.25019,11:41,2019-07-30,2019-07-30 11:41
472,-75.64268,6.25503,13:15,2019-07-30,2019-07-30 13:15
473,-75.63965,6.27027,13:25,2019-07-30,2019-07-30 13:25
474,-75.64283,6.25223,13:27,2019-07-30,2019-07-30 13:27
475,-75.61664,6.19424,14:18,2019-07-30,2019-07-30 14:18
476,-75.54378,6.24768,9:11,2019-07-31,2019-07-31 9:11
477,-75.53220,6.20659,9:25,2019-07-31,2019-07-31 9:25
478,-75.62703,6.24420,13:46,2019-07-31,2019-07-31 13:46
479,-75.53644,6.31688,14:55,2019-07-31,2019-07-31 14:55
480,-75.59918,6.28730,15:18,2019-07-31,2019-07-31 15:18
481,-75.61253,6.21756,11:09,2019-08-01,2019-08-01 11:09
482,-75.58973,6.33233,13:51,2019-08-01,2019-08-01 13:51
483,-75.66122,6.28343,16:18,2019-08-01,2019-08-01 16:18
484,-75.51663,6.24369,17:01,2019-08-01,2019-08-01 17:01
485,-75.53567,6.23394,10:42,2019-08-02,2019-08-02 10:42
486,-75.61406,6.28063,11:57,2019-08-02,2019-08-02 11:57
487,-75.62846,6.28786,14:14,2019-08-02,2019-08-02 14:14
488,-75.60238,6.26484,14:20,2019-08-02,2019-08-02 14:20
489,-75.54711,6.25734,15:47,2019-08-02,2019-08-02 15:47
490,-75.62046,6.26877,12:05,2019-08-05,2019-08-05 12:05
491,-75.65588,6.20989,13:53,2019-08-05,2019-08-05 13:53
492,-75.63336,6.24491,15:50,2019-08-05,2019-08-05 15:50
493,-75.61121,6.20013,16:29,2019-08-05,2019-08-05 16:29
494,-75.63477,6.25288,8:45,2019-08-06,2019-08-06 8:45
495,-75.59870,6.14301,11:34,2019-08-06,2019-08-06 11:34
496,-75.63477,6.25288,12:00,2019-08-06,2019-08-06 12:00
497,-75.58060,6.30810,11:36,2019-08-07,2019-08-07 11:36
498,-75.52800,6.27705,16:00,2019-08-07,2019-08-07 16:00
499,-75.59101,6.35169,13:43,2019-08-08,2019-08-08 13:43
500,-75.55831,6.23095,12:24,2019-08-09,2019-08-09 12:24
501,-75.58487,6.26304,12:30,2019-08-09,2019-08-09 12:30
502,-75.42371,6.42552,7:59,2019-08-10,2019-08-10 7:59
503,-75.42368,6.42144,9:02,2019-08-10,2019-08-10 9:02
504,-75.60634,6.27822,12:07,2019-08-10,2019-08-10 12:07
505,-75.54458,6.27208,13:19,2019-08-10,2019-08-10 13:19
506,-75.42662,6.40415,13:23,2019-08-11,2019-08-11 13:23
507,-75.61068,6.27043,14:56,2019-08-11,2019-08-11 14:56
508,-75.62957,6.28897,11:30,2019-08-12,2019-08-12 11:30
509,-75.62905,6.28305,12:59,2019-08-12,2019-08-12 12:59
510,-75.62905,6.28305,13:00,2019-08-12,2019-08-12 13:00
511,-75.62005,6.25830,13:01,2019-08-12,2019-08-12 13:01
512,-75.53622,6.27461,13:26,2019-08-12,2019-08-12 13:26
513,-75.60260,6.26397,13:59,2019-08-12,2019-08-12 13:59
514,-75.59945,6.27717,14:30,2019-08-12,2019-08-12 14:30
515,-75.61511,6.23251,15:52,2019-08-12,2019-08-12 15:52
516,-75.61996,6.27070,18:22,2019-08-12,2019-08-12 18:22
517,-75.62796,6.25586,10:07,2019-08-13,2019-08-13 10:07
518,-75.56636,6.23557,10:15,2019-08-13,2019-08-13 10:15
519,-75.62463,6.28941,11:28,2019-08-13,2019-08-13 11:28
520,-75.63870,6.12441,12:55,2019-08-13,2019-08-13 12:55
521,-75.62565,6.26095,15:14,2019-08-13,2019-08-13 15:14
522,-75.63265,6.25060,15:29,2019-08-13,2019-08-13 15:29
523,-75.60383,6.27186,15:34,2019-08-13,2019-08-13 15:34
524,-75.54582,6.27365,10:01,2019-08-14,2019-08-14 10:01
525,-75.63540,6.26957,13:00,2019-08-14,2019-08-14 13:00
526,-75.60970,6.28945,12:58,2019-08-14,2019-08-14 12:58
527,-75.63870,6.24964,13:01,2019-08-14,2019-08-14 13:01
528,-75.53327,6.24659,10:45,2019-08-15,2019-08-15 10:45
529,-75.63272,6.26838,12:28,2019-08-15,2019-08-15 12:28
530,-75.61400,6.29536,14:09,2019-08-15,2019-08-15 14:09
531,-75.64626,6.24908,15:47,2019-08-15,2019-08-15 15:47
532,-75.61153,6.22218,15:05,2019-08-16,2019-08-16 15:05
533,-75.62939,6.24004,13:15,2019-08-18,2019-08-18 13:15
534,-75.64053,6.25401,10:30,2019-08-19,2019-08-19 10:30
535,-75.62488,6.26344,11:05,2019-08-19,2019-08-19 11:05
536,-75.53585,6.34877,11:50,2019-08-19,2019-08-19 11:50
537,-75.61715,6.22938,13:13,2019-08-20,2019-08-20 13:13
538,-75.53023,6.27409,12:50,2019-08-20,2019-08-20 12:50
539,-75.53762,6.22205,12:56,2019-08-20,2019-08-20 12:56
540,-75.61160,6.28439,13:28,2019-08-20,2019-08-20 13:28
541,-75.59965,6.15528,15:37,2019-08-20,2019-08-20 15:37
542,-75.63369,6.28914,15:47,2019-08-20,2019-08-20 15:47
543,-75.65044,6.15545,17:35,2019-08-20,2019-08-20 17:35
544,-75.57715,6.26834,9:32,2019-08-21,2019-08-21 9:32
545,-75.62839,6.28505,9:39,2019-08-21,2019-08-21 9:39
546,-75.62427,6.21084,11:20,2019-08-21,2019-08-21 11:20
547,-75.60157,6.28430,11:04,2019-08-21,2019-08-21 11:04
548,-75.62825,6.25317,11:55,2019-08-21,2019-08-21 11:55
549,-75.61995,6.22014,13:06,2019-08-21,2019-08-21 13:06
550,-75.49631,6.32167,14:54,2019-08-21,2019-08-21 14:54
551,-75.62251,6.30576,16:09,2019-08-21,2019-08-21 16:09
552,-75.53762,6.22205,17:12,2019-08-21,2019-08-21 17:12
553,-75.52891,6.27405,6:28,2019-08-22,2019-08-22 6:28
554,-75.53561,6.24050,10:37,2019-08-22,2019-08-22 10:37
555,-75.57820,6.36179,11:34,2019-08-22,2019-08-22 11:34
556,-75.63881,6.29676,14:50,2019-08-22,2019-08-22 14:50
557,-75.62643,6.29194,15:32,2019-08-22,2019-08-22 15:32
558,-75.64914,6.23953,15:42,2019-08-22,2019-08-22 15:42
559,-75.61995,6.22014,16:27,2019-08-22,2019-08-22 16:27
560,-75.55655,6.33088,17:53,2019-08-22,2019-08-22 17:53
561,-75.64844,6.24649,18:13,2019-08-22,2019-08-22 18:13
562,-75.63959,6.23758,18:19,2019-08-22,2019-08-22 18:19
563,-75.61294,6.22935,8:00,2019-08-23,2019-08-23 8:00
564,-75.61852,6.23283,10:26,2019-08-23,2019-08-23 10:26
565,-75.57693,6.24445,12:52,2019-08-23,2019-08-23 12:52
566,-75.61424,6.22823,15:04,2019-08-23,2019-08-23 15:04
567,-75.64179,6.24545,16:48,2019-08-23,2019-08-23 16:48
568,-75.59019,6.33750,10:32,2019-08-24,2019-08-24 10:32
569,-75.54520,6.25735,12:44,2019-08-24,2019-08-24 12:44
570,-75.59662,6.28574,6:18,2019-08-25,2019-08-25 6:18
571,-75.59426,6.25329,8:46,2019-08-25,2019-08-25 8:46
572,-75.56399,6.23698,9:31,2019-08-25,2019-08-25 9:31
573,-75.59238,6.29651,12:48,2019-08-25,2019-08-25 12:48
574,-75.58647,6.31025,13:12,2019-08-25,2019-08-25 13:12
575,-75.54591,6.26110,15:56,2019-08-25,2019-08-25 15:56
576,-75.53464,6.25754,17:57,2019-08-25,2019-08-25 17:57
577,-75.61609,6.21508,11:30,2019-08-26,2019-08-26 11:30
578,-75.60855,6.27239,13:22,2019-08-26,2019-08-26 13:22
579,-75.61760,6.26460,14:16,2019-08-26,2019-08-26 14:16
580,-75.62450,6.25950,15:16,2019-08-26,2019-08-26 15:16
581,-75.57872,6.26606,9:17,2019-08-27,2019-08-27 9:17
582,-75.54067,6.27341,10:50,2019-08-27,2019-08-27 10:50
583,-75.61518,6.23654,11:36,2019-08-27,2019-08-27 11:36
584,-75.59786,6.20285,14:13,2019-08-27,2019-08-27 14:13
585,-75.63181,6.28836,14:30,2019-08-27,2019-08-27 14:30
586,-75.53155,6.24837,11:29,2019-08-28,2019-08-28 11:29
587,-75.63265,6.25060,14:19,2019-08-28,2019-08-28 14:19
588,-75.62289,6.24299,14:35,2019-08-28,2019-08-28 14:35
589,-75.63289,6.29267,14:40,2019-08-28,2019-08-28 14:40
590,-75.63503,6.24647,14:48,2019-08-28,2019-08-28 14:48
591,-75.62216,6.26818,15:05,2019-08-28,2019-08-28 15:05
592,-75.53416,6.26822,16:45,2019-08-28,2019-08-28 16:45
593,-75.53375,6.29065,16:47,2019-08-28,2019-08-28 16:47
594,-75.53737,6.24995,17:15,2019-08-28,2019-08-28 17:15
595,-75.63041,6.28937,6:15,2019-08-29,2019-08-29 6:15
596,-75.53093,6.24947,9:10,2019-08-29,2019-08-29 9:10
597,-75.53644,6.27541,9:11,2019-08-29,2019-08-29 9:11
598,-75.53143,6.24950,11:30,2019-08-29,2019-08-29 11:30
599,-75.62537,6.28149,11:45,2019-08-29,2019-08-29 11:45
600,-75.62759,6.23968,12:00,2019-08-29,2019-08-29 12:00
601,-75.61883,6.26581,13:26,2019-08-29,2019-08-29 13:26
602,-75.62570,6.29373,13:27,2019-08-29,2019-08-29 13:27
603,-75.43291,6.36743,13:40,2019-08-29,2019-08-29 13:40
604,-75.60747,6.26495,14:00,2019-08-29,2019-08-29 14:00
605,-75.63061,6.28744,14:01,2019-08-29,2019-08-29 14:01
606,-75.60172,6.28737,14:05,2019-08-29,2019-08-29 14:05
607,-75.61185,6.20750,14:10,2019-08-29,2019-08-29 14:10
608,-75.52600,6.31726,15:59,2019-08-29,2019-08-29 16:00
609,-75.52417,6.35177,16:00,2019-08-29,2019-08-29 9:50
610,-75.61761,6.26430,9:50,2019-08-30,2019-08-30 9:50
611,-75.50870,6.28698,10:00,2019-08-30,2019-08-30 10:00
612,-75.59179,6.19297,11:00,2019-08-30,2019-08-30 11:00
613,-75.65449,6.25749,11:05,2019-08-30,2019-08-30 11:05
614,-75.61039,6.28530,11:31,2019-08-30,2019-08-30 11:31
615,-75.58574,6.27534,14:24,2019-08-30,2019-08-30 14:24
616,-75.62916,6.25465,15:00,2019-08-30,2019-08-30 15:00
617,-75.61761,6.26430,11:57,2019-08-30,2019-08-30 11:57
618,-75.61367,6.30276,14:55,2019-08-30,2019-08-30 14:55
619,-75.62835,6.28787,15:57,2019-08-30,2019-08-30 15:57
620,-75.53524,6.24691,16:05,2019-08-30,2019-08-30 16:05
621,-75.62731,6.24423,16:31,2019-08-30,2019-08-30 16:31
622,-75.61061,6.28963,17:21,2019-08-30,2019-08-30 17:21
623,-75.63684,6.24897,12:04,2019-08-31,2019-08-31 12:04
624,-75.63332,6.25280,12:51,2019-08-31,2019-08-31 12:51
625,-75.54439,6.27809,13:00,2019-08-31,2019-08-31 13:00
626,-75.54465,6.33226,14:58,2019-08-31,2019-08-31 14:58
627,-75.62513,6.26482,18:00,2019-08-31,2019-08-31 18:00
628,-75.56927,6.26927,9:38,2019-09-01,2019-09-01 9:38
629,-75.62293,6.23143,10:10,2019-09-01,2019-09-01 10:10
630,-75.53196,6.22400,16:46,2019-09-01,2019-09-01 16:46
631,-75.63800,6.26290,7:09,2019-09-02,2019-09-02 7:09
632,-75.64294,6.22345,14:11,2019-09-02,2019-09-02 14:11
633,-75.62050,6.26025,15:10,2019-09-02,2019-09-02 15:10
634,-75.60612,6.20783,10:33,2019-09-03,2019-09-03 10:33
635,-75.60580,6.26620,11:19,2019-09-03,2019-09-03 11:19
636,-75.53720,6.25742,11:55,2019-09-03,2019-09-03 11:55
637,-75.50346,6.25705,11:58,2019-09-03,2019-09-03 11:58
638,-75.61564,6.21417,14:48,2019-09-03,2019-09-03 14:48
639,-75.61146,6.21760,15:08,2019-09-03,2019-09-03 15:08
640,-75.60537,6.18957,15:53,2019-09-03,2019-09-03 15:53
641,-75.63606,6.22812,15:56,2019-09-03,2019-09-03 15:56
642,-75.53365,6.32210,18:20,2019-09-03,2019-09-03 18:20
643,-75.52588,6.23437,10:49,2019-09-04,2019-09-04 10:49
644,-75.55686,6.22940,10:52,2019-09-04,2019-09-04 10:52
645,-75.53954,6.22698,11:10,2019-09-04,2019-09-04 11:10
646,-75.62028,6.23432,12:42,2019-09-04,2019-09-04 12:42
647,-75.62026,6.29177,15:38,2019-09-04,2019-09-04 15:38
648,-75.53737,6.22604,14:48,2019-09-05,2019-09-05 14:48
649,-75.62423,6.21022,15:23,2019-09-05,2019-09-05 15:23
650,-75.60225,6.27427,16:30,2019-09-05,2019-09-05 16:30
651,-75.60545,6.18949,16:57,2019-09-05,2019-09-05 16:57
652,-75.60932,6.21536,21:42,2019-09-05,2019-09-05 21:42
653,-75.54336,6.22425,14:11,2019-09-06,2019-09-06 14:11
654,-75.64852,6.26901,14:36,2019-09-06,2019-09-06 14:36
655,-75.54189,6.27625,15:28,2019-09-06,2019-09-06 15:28
656,-75.63767,6.26613,15:42,2019-09-06,2019-09-06 15:42
657,-75.62284,6.26415,6:00,2019-09-08,2019-09-08 6:00
658,-75.60357,6.28016,10:35,2019-09-08,2019-09-08 11:35
659,-75.60746,6.23521,11:35,2019-09-08,2019-09-08 11:36
660,-75.61132,6.20994,11:36,2019-09-08,2019-09-08 11:36
661,-75.60594,6.28326,11:40,2019-09-08,2019-09-08 11:40
662,-75.64103,6.26661,15:33,2019-09-08,2019-09-08 15:33
663,-75.63180,6.24620,15:50,2019-09-08,2019-09-08 15:50
664,-75.60536,6.28371,15:53,2019-09-08,2019-09-08 15:53
665,-75.53871,6.28805,16:13,2019-09-08,2019-09-08 16:13
666,-75.61684,6.23327,17:40,2019-09-08,2019-09-08 17:40
667,-75.54637,6.26203,13:50,2019-09-09,2019-09-09 13:50
668,-75.61162,6.22211,14:15,2019-09-09,2019-09-09 14:15
669,-75.59876,6.29654,9:36,2019-09-10,2019-09-10 9:36
670,-75.53111,6.29356,11:04,2019-09-11,2019-09-11 11:04
671,-75.66555,6.10753,15:24,2019-09-11,2019-09-11 15:24
672,-75.62388,6.28709,16:06,2019-09-11,2019-09-11 16:06
673,-75.61563,6.28474,16:07,2019-09-11,2019-09-11 16:07
674,-75.60771,6.29154,16:32,2019-09-11,2019-09-11 16:32
675,-75.53195,6.24426,17:15,2019-09-11,2019-09-11 17:15
676,-75.55249,6.22228,11:55,2019-09-12,2019-09-12 11:55
677,-75.46914,6.39916,12:13,2019-09-12,2019-09-12 12:13
678,-75.62261,6.27339,15:52,2019-09-12,2019-09-12 15:52
679,-75.45528,6.39223,9:23,2019-09-14,2019-09-14 9:23
680,-75.60534,6.28713,16:11,2019-09-14,2019-09-14 16:11
681,-75.62987,6.26459,12:25,2019-09-15,2019-09-15 12:25
682,-75.53604,6.28767,13:49,2019-09-15,2019-09-15 13:49
683,-75.63049,6.26931,14:35,2019-09-16,2019-09-16 14:35
684,-75.62830,6.28677,12:04,2019-09-17,2019-09-17 12:04
685,-75.54142,6.25441,13:05,2019-09-17,2019-09-17 13:05
686,-75.53027,6.25217,13:06,2019-09-17,2019-09-17 13:06
687,-75.63533,6.25688,14:19,2019-09-17,2019-09-17 14:19
688,-75.61484,6.23562,15:13,2019-09-17,2019-09-17 15:13
689,-75.63071,6.29834,17:53,2019-09-19,2019-09-19 17:53
690,-75.62722,6.26851,11:51,2019-09-22,2019-09-22 11:51
691,-75.63209,6.28941,15:33,2019-09-24,2019-09-24 15:33
692,-75.63608,6.21572,15:08,2019-09-27,2019-09-27 15:08
693,-75.63245,6.26809,14:35,2019-09-28,2019-09-28 14:35
694,-75.64420,6.29073,15:39,2019-09-30,2019-09-30 15:39
695,-75.63318,6.27750,14:20,2019-10-02,2019-10-02 14:20
696,-75.52034,6.24726,14:16,2019-10-03,2019-10-03 14:16
697,-75.61449,6.29250,12:56,2019-10-04,2019-10-04 12:56
698,-75.60764,6.29011,10:30,2019-10-05,2019-10-05 10:30
699,-75.61292,6.22302,6:54,2019-10-07,2019-10-07 6:54
700,-75.64450,6.27134,12:41,2019-10-07,2019-10-07 12:41
701,-75.62500,6.23594,13:58,2019-10-09,2019-10-09 13:58
702,-75.61791,6.29058,16:12,2019-10-09,2019-10-09 16:12
703,-75.61923,6.26820,17:08,2019-10-09,2019-10-09 17:08
704,-75.55170,6.35444,18:24,2019-10-13,2019-10-13 18:24
705,-75.63894,6.27097,11:22,2019-10-15,2019-10-15 11:22
706,-75.63056,6.22956,17:48,2019-10-15,2019-10-15 17:48
707,-75.53463,6.23303,14:57,2019-10-30,2019-10-30 14:57
708,-75.64437,6.26106,11:26,2019-11-07,2019-11-07 11:26
709,-75.66043,6.27392,12:13,2019-11-08,2019-11-08 12:13
710,-75.62383,6.29020,13:54,2019-11-08,2019-11-08 13:54
711,-75.55696,6.22992,6:30,2019-11-10,2019-11-10 6:30
712,-75.53674,6.25757,15:24,2019-11-27,2019-11-27 15:24
713,-75.61882,6.26517,11:15,2019-12-02,2019-12-02 11:15
714,-75.63006,6.26846,12:16,2019-12-02,2019-12-02 12:16
715,-75.59638,6.30286,14:00,2019-12-02,2019-12-02 14:00
716,-75.63675,6.24828,15:30,2019-12-02,2019-12-02 15:30
717,-75.61016,6.20637,16:20,2019-12-02,2019-12-02 16:20
718,-75.61616,6.26605,16:23,2019-12-02,2019-12-02 16:23
719,-75.62955,6.24681,16:27,2019-12-02,2019-12-02 16:27
720,-75.62688,6.29042,11:46,2019-12-03,2019-12-03 11:46
721,-75.61315,6.27651,11:49,2019-12-03,2019-12-03 11:49
722,-75.64425,6.26029,11:58,2019-12-04,2019-12-04 11:58
723,-75.57553,6.32664,13:20,2019-12-06,2019-12-06 13:20
724,-75.53412,6.35229,10:57,2019-12-09,2019-12-09 10:57
725,-75.63205,6.28749,12:21,2019-12-09,2019-12-09 12:21
726,-75.61528,6.21789,14:00,2019-12-09,2019-12-09 14:00
727,-75.63821,6.24228,16:26,2019-12-09,2019-12-09 16:26
728,-75.61920,6.26577,16:27,2019-12-09,2019-12-09 16:27
729,-75.63339,6.28692,15:01,2019-12-10,2019-12-10 15:01
730,-75.61212,6.22364,15:02,2019-12-10,2019-12-10 15:02
731,-75.53424,6.32885,10:44,2019-12-11,2019-12-11 10:44
732,-75.53234,6.32992,10:19,2019-12-12,2019-12-12 10:19
733,-75.52617,6.33100,10:25,2019-12-12,2019-12-12 10:25
734,-75.63420,6.28689,13:33,2019-12-12,2019-12-12 13:33
735,-75.53480,6.27799,13:58,2019-12-12,2019-12-12 13:58
736,-75.54052,6.24333,14:44,2019-12-12,2019-12-12 14:44
737,-75.53667,6.30648,12:36,2019-12-16,2019-12-16 12:36
738,-75.55450,6.22900,7:46,2019-12-17,2019-12-17 7:46
739,-75.60790,6.32282,10:45,2019-12-17,2019-12-17 10:45
740,-75.62895,6.28925,14:41,2019-12-17,2019-12-17 14:41
741,-75.53025,6.25604,17:02,2019-12-17,2019-12-17 17:02
742,-75.62590,6.29466,12:11,2019-12-22,2019-12-22 12:11
743,-75.61336,6.21813,13:10,2019-12-22,2019-12-22 13:10
744,-75.52766,6.23740,14:55,2019-12-22,2019-12-22 14:55
745,-75.59816,6.28687,14:36,2019-12-22,2019-12-22 14:36
746,-75.53520,6.27320,10:45,2019-12-23,2019-12-23 10:45
747,-75.62881,6.25462,17:00,2019-12-23,2019-12-23 17:00
748,-75.53171,6.26278,15:53,2019-12-24,2019-12-24 15:53
749,-75.60837,6.28808,9:51,2019-12-25,2019-12-25 9:51
750,-75.52824,6.23182,11:05,2019-12-26,2019-12-26 11:05
751,-75.61477,6.26491,13:55,2019-12-26,2019-12-26 13:55
752,-75.61115,6.22494,15:10,2019-12-26,2019-12-26 15:10
753,-75.60888,6.28626,16:46,2019-12-28,2019-12-28 16:46
754,-75.61703,6.22299,6:52,2019-12-29,2019-12-29 6:52
755,-75.61031,6.18889,15:24,2020-01-02,2020-01-02 15:24
756,-75.62550,6.25831,14:12,2020-01-03,2020-01-03 14:12
757,-75.59706,6.28636,16:58,2020-01-04,2020-01-04 16:58
758,-75.57469,6.25572,6:00,2020-01-05,2020-01-05 6:00
759,-75.54291,6.27157,11:05,2020-01-05,2020-01-05 11:05
760,-75.58100,6.26520,11:25,2020-01-05,2020-01-05 11:25
761,-75.62752,6.26486,11:48,2020-01-05,2020-01-05 11:48
762,-75.59590,6.28660,10:33,2020-01-06,2020-01-06 10:33
763,-75.61054,6.22730,11:44,2020-01-06,2020-01-06 11:44
764,-75.55880,6.35810,12:38,2020-01-06,2020-01-06 12:38
765,-75.60697,6.26900,12:44,2020-01-06,2020-01-06 12:44
766,-75.55196,6.33651,15:55,2020-01-06,2020-01-06 15:55
767,-75.62804,6.22363,15:25,2020-01-07,2020-01-07 15:25
768,-75.60812,6.13102,15:06,2020-01-08,2020-01-08 15:06
769,-75.64891,6.15436,15:16,2020-01-08,2020-01-08 15:16
770,-75.63173,6.09696,9:08,2020-01-09,2020-01-09 9:08
771,-75.54406,6.32520,9:52,2020-01-09,2020-01-09 9:52
772,-75.57733,6.31625,15:50,2020-01-09,2020-01-09 15:50
773,-75.58603,6.11719,11:22,2020-01-10,2020-01-10 11:22
774,-75.59191,6.29506,12:31,2020-01-10,2020-01-10 12:31
775,-75.61146,6.29441,15:35,2020-01-10,2020-01-10 15:35
776,-75.54262,6.30554,16:57,2020-01-10,2020-01-10 16:57
777,-75.64438,6.22433,10:55,2020-01-11,2020-01-11 10:55
778,-75.62855,6.26166,11:30,2020-01-11,2020-01-11 11:30
779,-75.57523,6.32286,13:01,2020-01-11,2020-01-11 13:01
780,-75.63197,6.30227,13:30,2020-01-11,2020-01-11 13:30
781,-75.63197,6.30227,13:38,2020-01-11,2020-01-11 13:38
782,-75.57976,6.26607,10:55,2020-01-12,2020-01-12 10:55
783,-75.57347,6.32115,11:39,2020-01-12,2020-01-12 11:39
784,-75.66183,6.25753,12:25,2020-01-12,2020-01-12 12:25
785,-75.58289,6.33343,10:28,2020-01-13,2020-01-13 10:28
786,-75.62425,6.23255,16:06,2020-01-13,2020-01-13 16:06
787,-75.60321,6.20738,13:29,2020-01-14,2020-01-14 13:29
788,-75.57256,6.31998,13:40,2020-01-14,2020-01-14 13:40
789,-75.60917,6.29353,11:51,2020-01-15,2020-01-15 11:51
790,-75.59932,6.29958,11:54,2020-01-16,2020-01-16 11:54
791,-75.59407,6.29821,11:54,2020-01-17,2020-01-17 11:54
792,-75.57261,6.32034,16:34,2020-01-18,2020-01-18 16:34
793,-75.60650,6.26185,13:06,2020-01-16,2020-01-16 13:06
794,-75.53528,6.32198,14:49,2020-01-16,2020-01-16 14:49
795,-75.55680,6.21778,6:16,2020-01-17,2020-01-17 6:16
796,-75.63542,6.24860,10:59,2020-01-17,2020-01-17 10:59
